TopicEng	TopicKor	TopicViet	TopicDetailEng	TopicDetailKor	TopicDetailVet	No	QuestionsEng	QuestionsKor	QuestionsViet	AnswersEng	AnswersKor	AudioQuestionsEng	AudioQuestionsKor
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Call your friend and tell them the trip is cancelled, then suggest another option	친구에게 전화해서 여행이 취소되었다고 알리고 대안 제안하기	Gọi điện cho bạn báo chuyến du lịch bị hủy và đề xuất phương án khác	12.3	I'm sorry, there is a problem I need you to resolve. You got a phone call from a travel agent and you have been informed that there is a problem with the trip that you wanted to go on and it is not available now. Call your friend, explain the situation and then give two to three alternatives	미안합니다. 제가 드리는 문제를 해결해 주십시오. 여행사로부터 전화를 받았는데, 가려고 했던 여행에 문제가 생겨서 지금은 이용할 수 없다고 합니다. 친구에게 전화해서 상황을 설명하고 두세 가지 대안을 제시하십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Bạn nhận được cuộc gọi từ công ty du lịch và được thông báo rằng chuyến đi bạn muốn thực hiện đã gặp vấn đề và hiện không thể thực hiện được. Hãy gọi điện cho bạn của bạn, giải thích tình huống và đưa ra hai ba phương án thay thế.	"Hi, this is Nam. I’m calling because there’s a problem I need to explain.
We planned to go on that trip, but the travel agent just informed me that the trip is no longer available.
Because of this, our original plan can’t continue.
I’m really sorry about that.
To solve this, we could choose a different destination.
We could also change the travel dates.
Or we could plan a shorter local trip instead.
Please let me know what you think."		https://luandai123.github.io/OpicTest/Role-Play _Trip_12_3.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_12.3.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Call your friend and tell them you cannot go on the trip, then offer a solution	친구에게 전화해서 여행에 갈 수 없다고 알리고 해결책 제시하기	Gọi điện cho bạn báo không thể đi du lịch và đưa ra giải pháp	12.4	I'm sorry, but there is a problem I need you to resolve. You cannot go on the trip because of some reason. Call your friend and explain the situation. Give two to three alternatives	죄송합니다. 해결해야 할 문제가 있습니다. 어떤 이유로 인해 당신은 여행을 갈 수 없게 되었습니다. 친구에게 전화해서 상황을 설명하십시오. 두세 가지 대안을 제시하십시오.	Xin lỗi, nhưng có một vấn đề cần giải quyết. Vì một lý do nào đó, bạn không thể đi du lịch được. Hãy gọi điện cho bạn của bạn và giải thích tình huống. Hãy đưa ra hai ba phương án thay thế.	"Hi, this is Nam. I’m calling because there’s a problem I need to explain.
I planned to go on the trip with you, but something urgent came up and I can’t go anymore.
Because of this, I won’t be able to join you.
I’m really sorry about this.
As alternatives, we could reschedule the trip.
You could go without me.
Or we could plan another trip later.
Please let me know what you prefer."		https://luandai123.github.io/OpicTest/Role-Play _Trip_12_4.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_12.4.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Call the front desk to complain that the room is too small or dirty, then suggest a solution	프런트에 전화해서 방이 작고 더럽다고 불만을 제기하고 해결책 요구하기	Gọi điện cho lễ tân phàn nàn về phòng nhỏ/bẩn và đề xuất giải pháp	12.5	I'm sorry, but there is a problem I need you to resolve. When you get to your hotel room, it is very small and not clean at. Call the front desk and describe what you have found in detail. Then make some suggestions as to how you can resolve the situation	죄송합니다. 해결해야 할 문제가 있습니다. 호텔 객실에 도착했는데 방이 너무 작고 깨끗하지 않습니다. 프런트 데스크에 전화해서 발견한 것을 자세히 설명하십시오. 그리고 상황을 해결할 수 있는 방법에 대해 몇 가지 제안을 하십시오.	Xin lỗi, nhưng có một vấn đề cần giải quyết. Khi đến phòng khách sạn, bạn thấy phòng rất nhỏ và không sạch sẽ. Hãy gọi điện cho quầy lễ tân và mô tả chi tiết những gì bạn phát hiện được. Sau đó, hãy đưa ra một vài đề xuất về cách giải quyết tình huống này.	"Hello, this is Nam . I’m calling because there’s a problem.
I just checked into my room, but  it’s very small and not clean.
I saw dust on the floor, and the bathroom was not clean.
I’m sorry to complain, but this makes it uncomfortable to stay.
To solve this, I’d like to suggest a few options.
Could you clean the room again?
Or could I change to another room?
If possible, I would like an upgrade.
Thank you for your help."		https://luandai123.github.io/OpicTest/Role-Play _Trip_12_5.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_12.5.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Call your friend and tell them the trip is delayed, then suggest alternative options	친구에게 전화해서 출발이 연기되었다고 알리고 대안 제안하기	Gọi cho bạn báo chuyến du lịch bị hoãn và đề xuất lựa chọn thay thế	12.6	I apologize. Please solve my problem. You've planned a vacation with a friend, but the travel agency called to inform you that your departure date has been delayed. Call a friend, explain the situation, and offer two or three alternative options	미안합니다. 제가 드리는 문제를 해결해 주십시오. 당신은 친구와 함께 패키지 여행을 계획했는데, 여행사에서 출발 날짜가 지연됐다고 전화가 왔습니다. 친구에게 전화를 걸어 상황을 설명하고 두세 가지 대안을 제시하십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Bạn đã lên kế hoạch cho một chuyến du lịch trọn gói cùng bạn của mình, nhưng công ty du lịch gọi điện báo rằng ngày khởi hành bị hoãn lại. Hãy gọi điện cho bạn của bạn, giải thích tình huống và đưa ra hai ba phương án thay thế.	"Hi, this is Nam. I’m calling because there’s a problem with our vacation plan.
The travel agency informed me that our departure date has been delayed.
Because of this, our schedule will change.
I’m really sorry about this.
To solve this, I’d like to suggest a few options.
We could adjust our travel dates.
We could choose a different flight.
Or we could shorten the trip.
Let me know what works best for you."		https://luandai123.github.io/OpicTest/Role-Play _Trip_12_6.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_12.6.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Call the travel agency and tell them you cannot go even though the ticket is non-refundable, then find a solution	여행사에 전화해서 환불 불가 항공권으로 못 간다고 알리고 해결책 찾기	Gọi cho đại lý du lịch báo không thể đi với vé không hoàn tiền và tìm cách giải quyết	12.7	I'm sorry, but there is a problem I need you to resolve. You have booked a non-refundable plane ticket. However, something has happened that prevents you from going next week. Call the travel agent, explain what has happened, and offer two or three alternatives to resolve the problem	죄송합니다. 해결해야 할 문제가 있습니다. 당신은 환불이 불가능한 비행기 티켓을 예약했습니다. 그런데 어떤 일이 생겨서 다음 주에 갈 수 없게 되었습니다. 여행사 직원에게 전화해서 무슨 일이 있었는지 설명하고 문제를 해결하기 위한 두세 가지 대안을 제시하십시오.	Xin lỗi, nhưng có một vấn đề cần giải quyết. Bạn đã đặt một vé máy bay không thể hoàn tiền. Tuy nhiên, có chuyện xảy ra khiến bạn không thể đi vào tuần tới. Hãy gọi điện cho nhân viên đại lý du lịch, giải thích chuyện đã xảy ra, và đưa ra hai ba phương án thay thế để giải quyết vấn đề.	"Hello, this is Nam. I’m calling because there’s a problem with my ticket.
I booked a non-refundable ticket, but something unexpected happened and I can’t travel next week.
I understand the policy, but I’d like to ask about possible solutions.
Could I change the travel date?
Could I receive travel credit?
Or could I transfer the ticket to another person?
Thank you for your help."		https://luandai123.github.io/OpicTest/Role-Play _Trip_12_7.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_12.7.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Call your friend and tell them the weather is bad, then suggest an alternative schedule	친구에게 전화해서 날씨가 안 좋다고 알리고 대안 제안하기	Gọi cho bạn báo thời tiết xấu và đề xuất lịch thay thế	12.8	I apologize. Please solve my problem. Bad weather on the day you plan to go to the beach. Call your friend and explain the situation. Then, suggest some other times when you could travel together in the near future	미안합니다. 제가 드리는 문제를 해결해 주십시오. 해변 여행을 가는 당일에 날씨가 좋지 않습니다. 친구에게 전화해서 상황을 설명하십시오. 그리고 나서, 가까운 미래에 언제 여행을 갈 수 있는지 몇 가지 제안을 하십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Vào đúng ngày đi biển thì thời tiết lại không tốt. Hãy gọi điện cho bạn của bạn và giải thích tình huống. Sau đó, hãy đưa ra một vài gợi ý về thời điểm có thể đi trong tương lai gần.	Hey, it's me. I'm calling because the weather today is really bad — it's raining heavily. I don't think we can go to the beach. I'm sorry about that. How about we go next Saturday instead? Or maybe Sunday afternoon if that works better for you? Let me know what you think.		https://luandai123.github.io/OpicTest/Role-Play _Trip_12_8.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_12_8.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Tell me about a time when your travel plans did not go as expected and how you solved it	여행 계획이 잘못되었던 경험과 해결 방법 이야기하기	Kể về lần kế hoạch du lịch không như ý và cách giải quyết	13.1	That's the end of the situation. Think about a time when your travel plans did not work out as expected. What happened? Tell me all about the circumstances, what you and the others did, and how the situation was finally resolved	그게 상황의 끝입니다. 여행 계획이 예상대로 되지 않았던 때를 떠올려 보십시오. 무슨 일이 있었습니까? 그 상황과 당신과 다른 사람들이 했던 일, 그리고 그 상황이 결국 어떻게 해결되었는지 모두 말씀해 주십시오.	Đó là kết thúc tình huống. Hãy nhớ lại một lần kế hoạch du lịch của bạn không diễn ra như mong đợi. Chuyện gì đã xảy ra? Hãy kể cho tôi nghe tất cả về hoàn cảnh đó, những gì bạn và những người khác đã làm, và tình huống đó cuối cùng đã được giải quyết như thế nào.	"I remember a time when my travel plan did not go well.
Last year, I planned a short trip with my friends to another city.
However, on the day we left, there was heavy rain and strong wind.
Our train was delayed for many hours, so our schedule was changed.
To fix the problem, we called the hotel and explained the situation. 
We also changed our plan and visited indoor places instead.
In the end, the trip was still fun.
This experience taught me to be flexible when traveling."		https://luandai123.github.io/OpicTest/Role-Play _Trip_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_13.1.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Tell me why you missed your transportation and how you finally got to your destination	교통 문제로 교통편을 놓친 경험과 해결 방법 이야기하기	Kể lý do bị lỡ chuyến và cách đến được điểm đến	13.2	That's the end of the situation. Have you ever traveled somewhere but missed a bus, a train or a plane? Tell me about an experience you have had when you had difficulty getting to your destination. Start by telling me where you were going and why that happened. Then, tell me what you had to do to finally get to your destination	그게 상황의 끝입니다. 어딘가로 이동하다가 버스, 기차, 또는 비행기를 놓친 적이 있습니까? 목적지에 도착하는 데 어려움을 겪었던 경험에 대해 말씀해 주십시오. 먼저 어디로 가고 있었는지와 그 일이 왜 일어났는지 말씀해 주십시오. 그런 다음, 결국 목적지에 도착하기 위해 무엇을 해야 했는지 말씀해 주십시오.	Đó là kết thúc tình huống. Bạn đã từng di chuyển đến đâu đó nhưng bị lỡ xe buýt, tàu hoặc máy bay chưa? Hãy kể cho tôi nghe về trải nghiệm khi bạn gặp khó khăn để đến được điểm đến của mình. Trước tiên, hãy cho tôi biết bạn đang đi đâu và tại sao chuyện đó xảy ra. Sau đó, hãy cho tôi biết bạn đã phải làm gì để cuối cùng đến được điểm đến của mình.	"Yes, I have missed transportation before.
It happened when I was going to visit my friend in another city.
I planned to take an early train, but there was heavy traffic on the way to the station.
I arrived late and missed the train.
I felt very nervous because my friend was waiting for me.
To solve the problem, I checked the schedule and bought a ticket for the next train.
I also called my friend and explained what happened.
In the end, I arrived late, but everything was okay."		https://luandai123.github.io/OpicTest/Role-Play _Trip_13_2.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_13.2.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Tell me in detail about your experience when your flight was cancelled	항공편 취소로 인한 문제를 해결한 경험 자세히 이야기하기	Kể chi tiết trải nghiệm bị hủy chuyến bay	13.3	That's the end of the situation. Have you ever had to deal with problems caused by canceled flights? Describe that experience in detail. Tell me when and where this took place and what exactly happened. Talk about that story from beginning to end	그게 상황의 끝입니다. 항공편 취소로 인한 문제를 처리해야 했던 적이 있습니까? 그 경험을 자세히 설명해 주십시오. 언제, 어디서 일어났는지, 정확히 무슨 일이 있었는지 말씀해 주십시오. 처음부터 끝까지 그 이야기를 해 주십시오.	Đó là kết thúc tình huống. Bạn đã từng phải xử lý vấn đề do chuyến bay bị hủy chưa? Hãy mô tả chi tiết trải nghiệm đó. Hãy cho tôi biết chuyện đó xảy ra khi nào, ở đâu và chính xác chuyện gì đã xảy ra. Hãy kể câu chuyện đó từ đầu đến cuối.	"Yes, I have experienced a canceled flight before.
It happened  when I was traveling with my family.
After arriving at the airport, we were informed that our flight was canceled because of bad weather.
The airline staff helped us rebook another flight for the next day.
We stayed overnight and continued our trip the next day.
Even though it was inconvenient, the problem was resolved,"		https://luandai123.github.io/OpicTest/Role-Play _Trip_13_3.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_13.3.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Tell me about your experience traveling abroad and compare the geography	해외 여행 경험과 지리적 차이 비교하기	Kể trải nghiệm đi nước ngoài và so sánh địa lý	13.4	That's the end of the situation. Have you ever been on a trip to another country? How is the geography there different from your country's	그게 상황의 끝입니다. 다른 나라로 여행을 가 본 적이 있습니까? 그곳의 지형은 당신 나라의 지형과 어떻게 다릅니까?	Đó là kết thúc tình huống. Bạn đã từng đi du lịch đến một quốc gia khác chưa? Địa hình ở đó khác với đất nước bạn như thế nào?	"Yes, I have traveled to another country before.
I visited China a few years ago.
The geography in China is very different from my country.
China is much larger, so it has many kinds of landscapes.
In some areas, there are high mountains and long rivers.
In other places, there are wide plains and large deserts.
Some cities in China are surrounded by mountains, while others are near the sea.
Compared to my country, China’s geography is more diverse."		https://luandai123.github.io/OpicTest/Role-Play _Trip_13_4.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_13.4.mp3
Role-Play _Trip	역할극_여행	Nhập vai_Du lịch	Tell me about a problem you faced while planning a trip and how you dealt with it	여행 계획 중 발생한 문제와 해결 방법 이야기하기	Kể vấn đề gặp phải khi lên kế hoạch du lịch và cách xử lý	13.5	That's the end of the situation. You may have had problems while you were planning a trip. What was the problem and how did you deal with the situation	그게 상황의 끝입니다. 여행을 계획하는 동안 문제가 있었을 수도 있습니다. 그 문제는 무엇이었고, 그 상황에 어떻게 대처했습니까?	Đó là kết thúc tình huống. Có thể bạn đã gặp vấn đề trong khi lên kế hoạch cho một chuyến đi. Vấn đề đó là gì, và bạn đã xử lý tình huống đó như thế nào?	"Yes, I had a problem while planning a trip before.
A few months ago, I was planning a trip with my family, but we couldn’t agree on the travel dates.
Everyone had a different schedule, so it was hard to choose a time.
To resolve this, we talked together and checked everyone’s free time.
Finally, we decided to shorten the trip and choose a weekend.
In the end, the trip was successful. 
This experience taught me that good communication is very important when planning a trip."		https://luandai123.github.io/OpicTest/Role-Play _Trip_13_5.mp3	https://luandai123.github.io/OpicTest/K_Role-Play _Trip_13.5.mp3
Role-Play_Clothing store	역할극_의류 매장	Nhập vai_Cửa hàng quần áo	Go to a clothing store and ask for information about buying clothes	옷 가게에서 구매할 옷에 대해 질문하기	Đến cửa hàng quần áo hỏi thông tin khi mua quần áo	11	I'd like to give you a situation and ask you to act it out. You are at a clothing store and need to get some clothes. Ask two to three questions about the clothes you would like to buy	나는 당신에게 상황을 제시하고 그것을 실행해 보라고 요청하고 싶습니다. 당신은 옷가게에 가서 옷을 사야 합니다. 사고 싶은 옷에 대해 2~3가지 질문을 해보세요.	Tôi muốn đưa ra cho bạn một tình huống và yêu cầu bạn thực hiện nó. Bạn cần đến cửa hàng quần áo để mua đồ. Hãy đặt 2-3 câu hỏi về món đồ bạn muốn mua.	"Hi,  I’m here because  I need some information.
I’m looking for some clothes.
Do you have this in my size?
What colors are available?
And how much is it?
Thank you."		https://luandai123.github.io/OpicTest/Role-Play_ClothingStore_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Clothing store_11.mp3
Role-Play_Clothing store	역할극_의류 매장	Nhập vai_Cửa hàng quần áo	Call the store and tell them the clothes have a defect, then suggest a solution	옷 가게에 전화해서 셔츠에 문제가 있다고 알리고 해결책 제시하기	Gọi điện cho cửa hàng báo quần áo bị lỗi và đề xuất giải pháp	12	I'm sorry, but there is a problem I need you to resolve. The clothes you have ordered have arrived, but one of the shirts has a problem Call the clothing store and explain the problem. Give two to three alternatives to solve the problem	죄송합니다. 해결해야 할 문제가 있습니다. 주문하신 옷이 도착했는데 셔츠 중 하나에 문제가 있습니다. 옷가게에 전화해서 문제를 설명하세요. 문제를 해결하기 위해 2~3가지 대안을 제시하세요.	Xin lỗi, nhưng có một vấn đề cần giải quyết. Quần áo bạn đặt mua đã đến nhưng một trong những chiếc áo sơ mi có vấn đề. Hãy gọi điện cho cửa hàng quần áo và giải thích vấn đề. Hãy đưa ra 2-3 phương án để giải quyết vấn đề.	"Hello, this is Nam. I’m calling because there’s a problem with my order.
I received my clothes today, but one of the shirts is damaged.
I’d like to ask about solutions.
Could I exchange it?
Could I get a refund?
Or could you send a replacement?
Thank you for your assistance."		https://luandai123.github.io/OpicTest/Role-Play_ClothingStore_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Clothing store_12.mp3
Role-Play_Clothing store	역할극_의류 매장	Nhập vai_Cửa hàng quần áo	Tell me about a time when you were not satisfied with a product or service	구매한 제품이나 서비스에 불만족했던 경험 이야기하기	Kể trải nghiệm không hài lòng với sản phẩm hoặc dịch vụ	13	Have you ever been unhappy with something that you bought or some service you received? What was the problem? How did you deal with the situation? Tell me everything in detail.	당신이 구입한 물건이나 받은 서비스에 만족하지 못한 적이 있습니까? 문제는 무엇 이었습니까? 그 상황을 어떻게 처리했나요? 모든 것을 자세히 말해 보세요.	Bạn đã từng không hài lòng với món đồ đã mua hoặc dịch vụ đã nhận chưa? Vấn đề là gì? Bạn đã xử lý tình huống đó như thế nào? Hãy kể chi tiết mọi chuyện.	"Yes, I have been unhappy with a product before.
I bought a shirt online, but the size was wrong.
When I received it, it was much smaller than expected.
I contacted the store and explained the problem.
They allowed me to return the shirt and get a refund.
In the end, the problem was solved smoothly."		https://luandai123.github.io/OpicTest/Role-Play_ClothingStore_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Clothing store_13.mp3
Role-Play_Shopping	역할극_쇼핑	Nhập vai_Mua sắm	Go to the store and ask for information about a promotion or sale	좋아하는 가게에서 세일 정보를 얻기 위해 질문하기	Đến cửa hàng hỏi thông tin về chương trình khuyến mại	11	I'd like to give you a situation and ask you to act it out. You see a sign at your favorite store that says that they are having a big sale. Go to the store end ask three or four questions to get as much information as possible about the sale.	나는 당신에게 상황을 제시하고 그것을 실행해 보라고 요청하고 싶습니다. 당신이 좋아하는 가게에 큰 세일을 한다는 안내문이 붙어 있는 것을 보았습니다. 가게에 가서 세일에 대한 정보를 최대한 많이 얻기 위해 3~4가지 질문을 해보세요.	Tôi muốn đưa ra cho bạn một tình huống và yêu cầu bạn thực hiện nó. Bạn nhìn thấy một tấm biển tại cửa hàng yêu thích của mình thông báo rằng họ đang có đợt giảm giá lớn. Hãy đến cửa hàng và đặt 3-4 câu hỏi để có được càng nhiều thông tin càng tốt về đợt giảm giá đó.	Excuse me, I saw the sign about the sale outside. I have a few questions. First, how long does the sale last? Second, which items are included? Third, what is the maximum discount? And also, do I need a membership card to get the sale price?		https://luandai123.github.io/OpicTest/Role-Play_Shopping_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Shopping_11_1.mp3
Role-Play_Shopping	역할극_쇼핑	Nhập vai_Mua sắm	Call the store and tell them you left something behind, then ask how to handle it	가게에 전화해서 물건을 두고 왔다고 알리고 해결책 요청하기	Gọi điện cho cửa hàng báo quên đồ và hỏi cách xử lý	12	I'm sorry. Please solve my problem. You bought several items at the store but accidentally left one behind. Call the store and explain the situation. Ask when you can go to the store to pick up your lost item	미안합니다. 제가 드리는 문제를 해결해 주십시오. 당신은 가게에서 여러 물건을 샀는데 실수로 하나를 두고 왔습니다. 가게에 전화해서 상황을 설명하십시오. 잃어버린 물건을 찾으러 언제 갈 수 있는지 물어보십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Bạn đã mua nhiều món đồ ở cửa hàng nhưng vô tình để quên lại một món. Hãy gọi điện cho cửa hàng và giải thích tình huống. Hãy hỏi khi nào bạn có thể đến cửa hàng để lấy lại món đồ bị bỏ quên.	Hello, I was shopping at your store about an hour ago and I think I left one of my bags there — it's a white shopping bag. Could you check if anyone found it? If it's there, when can I come to pick it up? Is the store open until 9 PM tonight?		https://luandai123.github.io/OpicTest/Role-Play_Shopping_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Shopping_12_1.mp3
Role-Play_Shopping	역할극_쇼핑	Nhập vai_Mua sắm	Ask me about my shopping experience	나에게 쇼핑에 대해 질문하기	Hỏi tôi về trải nghiệm mua sắm của tôi	13	I also like shopping. Ask me three or four questions about the last shopping I did	저도 쇼핑을 좋아합니다. 제가 최근에 한 쇼핑에 대해 서너 가지 질문을 해 보십시오.	Tôi cũng thích mua sắm. Hãy hỏi tôi ba bốn câu hỏi về lần mua sắm gần đây nhất của tôi.	Great! So, where did you go shopping? What did you buy? Was anything on sale? And did you enjoy the experience, or was it too crowded?		https://luandai123.github.io/OpicTest/Role-Play_Shopping_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Shopping_13_1.mp3
Role-Play_Doctor	역할극_병원	Nhập vai_Bệnh viện	Call the hospital to ask for information and make an appointment	병원에 전화해서 진료 예약에 필요한 정보를 묻고 예약하기	Gọi điện cho bệnh viện hỏi thông tin và đặt lịch khám	11	Please listen carefully to the following role play situation and act out your role. You are about to make a doctor's appointment. Call the hospital and ask three or four questions about what you need to know. After that, schedule an appointment	다음 롤플레이 상황을 잘 듣고 맡은 역할을 연기해 주십시오. 당신은 병원 진료 예약을 하려고 합니다. 병원에 전화해서 알아야 할 것에 대해 서너 가지 질문을 하십시오. 그 후에 진료 시간을 정하십시오.	Hãy lắng nghe kỹ tình huống đóng vai sau đây và diễn vai được giao. Bạn muốn đặt lịch khám tại bệnh viện. Hãy gọi điện cho bệnh viện và đặt ba bốn câu hỏi về những điều cần biết. Sau đó hãy đặt giờ khám.	"Hi, I’m calling because I need some information.
I’d like to make a doctor’s appointment.
What time is available?
Do you accept insurance?
And what should we prepare?
Thank you."		https://luandai123.github.io/OpicTest/Role-Play_Doctor_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Doctor_11.mp3
Role-Play_Doctor	역할극_병원	Nhập vai_Bệnh viện	Call the hospital and tell them you cannot come, then ask to reschedule	병원에 전화해서 못 간다고 알리고 새 예약을 위한 대안 제시하기	Gọi điện cho bệnh viện báo không thể đến và đề xuất đổi lịch	12	I'm sorry. Please solve my problem. Something happened and I couldn't go to the hospital. Call the hospital and explain the situation. Offer two or three alternatives to help you make a new appointment	미안합니다. 제가 드리는 문제를 해결해 주십시오. 무언가 일이 생겨서 병원에 갈 수 없게 되었습니다. 병원에 전화해서 상황을 설명하십시오. 새로운 진료 예약을 할 수 있도록 두세 가지 대안을 제시하십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Có việc đột xuất xảy ra khiến bạn không thể đến bệnh viện được. Hãy gọi điện cho bệnh viện và giải thích tình huống. Hãy đưa ra hai ba phương án để có thể đặt lịch khám mới.	"Hello, this is Nam. I’m calling regarding my hospital appointment today.
Something unexpected happened this morning and I couldn’t make it to the hospital on time.
Because of this, I missed my scheduled appointment.
I apologize for the inconvenience.
To resolve this situation, I’d like to ask if I can reschedule the appointment for another day. 
If that’s not possible, I’m also open to having an online consultation or seeing a different doctor this week.
Please let me know what options are available. Thank you very much."		https://luandai123.github.io/OpicTest/Role-Play_Doctor_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Doctor_12.mp3
Role-Play_Doctor	역할극_병원	Nhập vai_Bệnh viện	Tell me about a time when you had to reschedule a service appointment	서비스 예약을 변경해야 했던 경험 이야기하기	Kể trải nghiệm phải thay đổi lịch hẹn dịch vụ	13	That's the end of the situation. Have you ever had to change an a appointment for a certain service? What happened art what did you do? Give me all the details about that experience	그게 상황의 끝입니다. 특정 서비스에 대한 약속을 변경해야 했던 적이 있습니까? 무슨 일이 일어났나요? 무슨 짓을 한 거예요? 그 경험에 대한 모든 세부 사항을 알려주십시오.	Đó là kết thúc tình huống. Bạn đã từng phải thay đổi lịch hẹn cho một dịch vụ cụ thể nào đó chưa? Chuyện gì đã xảy ra? Bạn đã làm gì? Hãy cho tôi biết mọi chi tiết về trải nghiệm đó.	"Yes, I have changed an appointment before.
This happened when I had a dentist appointment.
On that day, something urgent came up, so I couldn’t make it.
I called the clinic and explained my situation.
They helped me reschedule the appointment for another day.
Everything went smoothly, and I appreciated their flexibility."		https://luandai123.github.io/OpicTest/Role-Play_Doctor_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Doctor_13.mp3
Role-Play_Food store	역할극_식품점	Nhập vai_Cửa hàng thực phẩm	Call your friend and ask about the food store they recommended	친구에게 전화해서 소개받은 식품점에 대해 묻기	Gọi cho bạn hỏi về cửa hàng thực phẩm họ đã giới thiệu	11	I'd like to give you a situation and ask you to act it out. Your friend told you about a food store that he or she goes to. Call your friend and ask about the food store to get some information	나는 당신에게 상황을 제시하고 그것을 실행해 보라고 요청하고 싶습니다. 당신의 친구가 자신이 가는 식품점에 대해 말했습니다. 친구에게 전화해서 식품점에 대해 물어보고 정보를 얻으세요.	Tôi muốn đưa ra cho bạn một tình huống và yêu cầu bạn thực hiện nó. Bạn của bạn đã kể về cửa hàng thực phẩm mà người đó thường đến. Hãy gọi điện cho bạn của bạn để hỏi về cửa hàng đó và lấy thông tin.	"Hi, I’m calling because I need some information.
You mentioned a food store you often go to.
Where is it located?
What kind of food do they sell?
And is it affordable?
Thanks for your help."		https://luandai123.github.io/OpicTest/Role-Play_FoodStore_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Food store_11.mp3
Role-Play_Food store	역할극_식품점	Nhập vai_Cửa hàng thực phẩm	Call the store and tell them you left something there, then suggest how to handle it	식품점에 전화해서 식료품을 두고 왔다고 알리고 해결책 제시하기	Gọi điện cho cửa hàng báo để quên hàng và đề xuất cách xử lý	12	I'm sorry, but there is a problem need you to resolve. You have accidentally left your groceries behind at the food store. Call the food store and explain the situation. Give two to three solutions	죄송합니다. 해결해야 할 문제가 있습니다. 당신은 실수로 식품점에 식료품을 두고 왔습니다. 식품점 칼리에 가서 상황을 설명하세요. 2~3가지 해결책을 제시하세요.	Xin lỗi, nhưng có một vấn đề cần giải quyết. Bạn đã vô tình để quên thực phẩm tại cửa hàng tạp hóa. Hãy đến quầy của cửa hàng tạp hóa và giải thích tình huống. Hãy đưa ra 2-3 giải pháp.	"Hello, this is Nam. I’m calling because there’s a problem.
I was shopping earlier today, but I accidentally left my groceries behind.
I wanted to ask if they were found.
If possible, I could come back to pick them up.
Or you could keep them for me.
If not, I’d like to repurchase them.
Thank you."		https://luandai123.github.io/OpicTest/Role-Play_FoodStore_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Food store_12.mp3
